iter	MultiClass
474	0.136488383
475	0.1361532528
476	0.1357649333
477	0.1353722214
478	0.1349946508
479	0.1347396914
480	0.134288532
481	0.1339780387
482	0.1337777675
483	0.1333086486
484	0.1329063515
485	0.1325527106
486	0.1321494853
487	0.1316882324
488	0.1313670223
489	0.1310470587
490	0.1306545872
491	0.1301366527
492	0.1297945197
493	0.1294680908
494	0.1292647647
495	0.1288955335
496	0.1286511599
497	0.1283020209
498	0.1279597534
499	0.1277974006
500	0.1274696774
501	0.1270744323
502	0.1267433213
503	0.1263896857
504	0.1260161234
505	0.125826502
506	0.1255918898
507	0.1253118422
508	0.1251081296
509	0.124782664
510	0.1242910953
511	0.1239649804
512	0.1237691351
513	0.1235102928
514	0.1232098106
515	0.1229911297
516	0.1226783592
517	0.1224677823
518	0.1222667247
519	0.1220044703
520	0.1216124056
521	0.1213667267
522	0.1209144535
523	0.1205372508
524	0.1203771103
525	0.1200815584
526	0.119588028
527	0.1193361495
528	0.1191279807
529	0.1187009979
530	0.1183289836
531	0.1181526618
532	0.1177937294
533	0.1174088144
534	0.1171717037
535	0.1169865892
536	0.1167584963
537	0.1163811268
538	0.1160904394
539	0.1158066894
540	0.1155418138
541	0.1152240424
542	0.1151296199
543	0.1148890238
544	0.1146901489
545	0.1144467434
546	0.1141500015
547	0.1139505829
548	0.1136306553
549	0.1133037603
550	0.1130359394
551	0.1126669919
552	0.1124913804
553	0.1122457178
554	0.1119568563
555	0.1116338706
556	0.1114275451
557	0.1110697355
558	0.110715648
559	0.1104078301
560	0.110222667
561	0.1099600122
562	0.1096736879
563	0.1094461745
564	0.1090403605
565	0.1087382047
566	0.108377077
567	0.1081562465
568	0.1079203844
569	0.1076203664
570	0.1072237898
571	0.1070120858
572	0.1068675196
573	0.1066430324
574	0.1063627843
575	0.106224876
576	0.1058145809
577	0.105460407
578	0.1052523122
579	0.1050821781
580	0.1047846556
581	0.1043968112
582	0.1041285002
583	0.1039445198
584	0.1035402318
585	0.1034403489
586	0.1031606135
587	0.1029447971
588	0.102590565
589	0.1022713657
590	0.1019670148
591	0.1016878823
592	0.1015309619
593	0.1013787427
594	0.1010349375
595	0.1007332451
596	0.1005338893
597	0.1002723598
598	0.1001826801
599	0.09998526664
600	0.09977213597
601	0.0996388374
602	0.09938641222
603	0.09916116235
604	0.09893889599
605	0.09869126026
606	0.09848498045
607	0.09835501598
608	0.09807686696
609	0.09797798861
610	0.09759780092
611	0.09738063253
612	0.09717807558
613	0.09704804761
614	0.09688369319
615	0.09659411021
616	0.09642642594
617	0.0961758292
618	0.09592759971
619	0.09577474995
620	0.09553047627
621	0.09531166124
622	0.09519869743
623	0.09502918923
624	0.09475784007
625	0.09450582114
626	0.09429549471
627	0.09419845354
628	0.09391129657
629	0.09375101432
630	0.09358545555
631	0.09344837322
632	0.09325098124
633	0.09302066112
634	0.09295643608
635	0.09267166746
636	0.09245791001
637	0.09219957289
638	0.09199397337
639	0.09187533495
640	0.09166442234
641	0.09130641008
642	0.09118900284
643	0.09101732255
644	0.09085683521
645	0.09064674779
646	0.090467499
647	0.09030178859
648	0.09007374854
649	0.08983158638
650	0.0897339773
651	0.08940948893
652	0.08929881984
653	0.0890111202
654	0.08881021804
655	0.08874157716
656	0.08849994078
657	0.08839047259
658	0.0882215255
659	0.08810441465
660	0.08798337136
661	0.08783652309
662	0.08767476205
663	0.08755604744
664	0.08737129194
665	0.08722384987
666	0.08710509856
667	0.08694973217
668	0.08678639732
669	0.08651531177
670	0.08639309848
671	0.08628207629
672	0.08607300028
673	0.0859462828
674	0.08577155151
675	0.08562066103
676	0.08550933117
677	0.08517220852
678	0.08502037098
679	0.08489578476
680	0.08474994155
681	0.084518326
682	0.08439605619
683	0.08423029517
684	0.08407149707
685	0.08380853244
686	0.08362717426
687	0.08352079297
688	0.08341461563
689	0.08323294107
690	0.08302330977
691	0.08283270236
692	0.08256819299
693	0.08237938296
694	0.08215150106
695	0.08198695796
696	0.08180192258
697	0.08158591024
698	0.08139939091
699	0.08128947857
700	0.08120192577
701	0.08105798168
702	0.08081543838
703	0.08072549176
704	0.0805834092
705	0.08053679108
706	0.08027609316
707	0.08014605739
708	0.08001297855
709	0.07981564588
710	0.07961700965
711	0.07947276442
712	0.07925642482
713	0.0791818963
714	0.07901415983
715	0.07878427309
716	0.07865797065
717	0.07843074916
718	0.07834136262
719	0.07822082349
720	0.07812119842
721	0.0779107557
722	0.07777978365
723	0.07753706092
724	0.07739897786
725	0.07727033772
726	0.07712848703
727	0.07692729889
728	0.07675029348
729	0.07655323055
730	0.07639316995
731	0.07631949844
732	0.07620247896
733	0.07608322987
734	0.07598879155
735	0.07575868123
736	0.07561123304
737	0.07546338429
738	0.07531988185
739	0.07520324635
740	0.07507978678
741	0.07488336229
742	0.07478844416
743	0.07462252844
744	0.07449951535
745	0.07435361414
746	0.07415178097
747	0.0740160946
748	0.07392794928
749	0.07382808229
750	0.0737801868
751	0.07365956876
752	0.07350592031
753	0.07337961918
754	0.07320106779
755	0.07307315752
756	0.07294681941
757	0.07282095081
758	0.07264353244
759	0.07258323102
760	0.07252939302
761	0.07241049404
762	0.07229085249
763	0.07219474721
764	0.0720079427
765	0.07184817808
766	0.07170180948
767	0.07149060102
768	0.07142420528
769	0.07132078956
770	0.07121988164
771	0.07098248866
772	0.07089220059
773	0.07076969403
774	0.07059770597
775	0.07039733398
776	0.07024186999
777	0.07012196489
778	0.07001287049
779	0.06985076689
780	0.06968044569
781	0.06956100685
782	0.06939282073
783	0.06933094682
784	0.06913849721
785	0.06904120826
786	0.06893629701
787	0.06882773613
788	0.06868782048
789	0.0685143063
790	0.06843315872
791	0.06831429891
792	0.0682639829
793	0.06816549495
794	0.06806248308
795	0.06796430667
796	0.06793066003
797	0.06775056408
798	0.06764310101
799	0.06755063139
800	0.06742069237
801	0.06728875237
802	0.06722043251
803	0.06709557666
804	0.06695021267
805	0.06682752864
806	0.06674932103
807	0.06664268674
808	0.06653064857
809	0.06638664348
810	0.06623073365
811	0.06611469247
812	0.0660202657
813	0.0658833024
814	0.06574960978
815	0.06560310467
816	0.06552673081
817	0.06539237225
818	0.06530028261
819	0.06519506686
820	0.06509540969
821	0.06502278219
822	0.06494197974
823	0.06485432648
824	0.06478541451
825	0.06469030885
826	0.06451486962
827	0.06437486644
828	0.06424849681
829	0.06410542201
830	0.06402844574
831	0.06387795112
832	0.06380582381
833	0.06370771081
834	0.063617611
835	0.0634988155
836	0.06334761848
837	0.06320233617
838	0.06310060552
839	0.06301490778
840	0.06290996545
841	0.06278244737
842	0.06270848287
843	0.06259588541
844	0.06247931345
845	0.06236101074
846	0.06222188564
847	0.0621399384
848	0.06202800383
849	0.06189831653
850	0.06184768823
851	0.06176707902
852	0.0616641825
853	0.06156329609
854	0.06147750513
855	0.06136823908
856	0.06126993675
857	0.06120510662
858	0.0610761567
859	0.06094514647
860	0.06082859192
861	0.06074809078
862	0.06068580912
863	0.06059000383
864	0.06051501095
865	0.06039046507
866	0.06032310314
867	0.06021273816
868	0.06009263332
869	0.05998631772
870	0.05989091959
871	0.05982310065
872	0.05970857838
873	0.05959545076
874	0.05949392034
875	0.05940390162
876	0.05931388204
877	0.05921794184
878	0.05915241375
879	0.05908766979
880	0.05900165032
881	0.05892979537
882	0.05884656554
883	0.05873731827
884	0.05866045098
885	0.05858951085
886	0.05847793404
887	0.05840302349
888	0.05830050086
889	0.05819368339
890	0.05806348223
891	0.05798351744
892	0.0578395116
893	0.05777783264
894	0.05769462001
895	0.05762125519
896	0.05749952314
897	0.05742526027
898	0.05739496752
899	0.05729792696
900	0.05722428138
901	0.05711857309
902	0.05706317426
903	0.05696551681
904	0.05689395707
905	0.05677263884
906	0.05665838978
907	0.05658846039
908	0.05642420687
909	0.0563425606
910	0.05626657565
911	0.05619113551
912	0.05610453071
913	0.05603681834
914	0.05595445894
915	0.0559043205
916	0.05581266796
917	0.05575555709
918	0.05565662374
919	0.05556774452
920	0.05548469294
921	0.05538567282
922	0.05529563781
923	0.05520758916
924	0.05514051612
925	0.05504963111
926	0.05496416032
927	0.05485953242
928	0.05479423693
929	0.05470452829
930	0.05463699597
931	0.05455036646
932	0.05444662368
933	0.05438708753
934	0.05433646479
935	0.05424585561
936	0.05418973179
937	0.0540721663
938	0.0539509194
939	0.0538536655
940	0.05378469033
941	0.05373275469
942	0.05363164785
943	0.0535477502
944	0.05347060265
945	0.05339834561
946	0.05335443345
947	0.05325002161
948	0.05312616084
949	0.05304256782
950	0.0529500458
951	0.05285393969
952	0.0527716576
953	0.05269618363
954	0.05262068552
955	0.05258205592
956	0.05252214572
957	0.05243904336
958	0.05234943664
959	0.05228156386
960	0.05221548497
961	0.05212076675
962	0.05205228178
963	0.05197928077
964	0.05189804159
965	0.05182002619
966	0.05176507853
967	0.05170924539
968	0.0516314485
969	0.05154991893
970	0.05147111739
971	0.05138866634
972	0.05130967181
973	0.05122041782
974	0.05112345663
975	0.05105557354
976	0.05096618624
977	0.05091334636
978	0.05084169441
979	0.05077661947
980	0.05073340424
981	0.05063298455
982	0.05058020279
983	0.0505318196
984	0.0504609529
985	0.05038825077
986	0.05028358502
987	0.05021691838
988	0.05016097253
989	0.05008617991
990	0.04999856513
991	0.04988517749
992	0.04981522419
993	0.04973429362
994	0.04965526144
995	0.04958737587
996	0.04952757564
997	0.04949362234
998	0.04945073814
999	0.04936130675
